ReadingDate,SerialNumber,PhaseA_voltage,PhaseB_voltage,PhaseC_voltage,PhaseA_current,PhaseB_current,PhaseC_current,PhaseA_activePower,PhaseB_activePower,PhaseC_activePower,PhaseABC_activePower,PhaseA_reactivePower,PhaseB_reactivePower,PhaseC_reactivePower,PhaseABC_reactivePower,LineFrequency,MeterTemperature
04/06/24 16:18:26,55000052,128.4250030517578,128.36000061035156,128.18099975585938,25.91400146484375,29.089000701904297,23.3960018157959,2932.0,3647.0,2932.0,9614.0,1356.0,768.0,572.0,2696.0,60.0099983215332,26.100000381469727
04/06/24 16:18:38,55000052,128.3100128173828,128.26600646972656,128.17100524902344,26.10300064086914,29.31800079345703,23.702001571655273,2971.0,3675.0,2971.0,9706.0,1356.0,768.0,576.0,2700.0,60.0,26.100000381469727
04/06/24 16:18:50,55000052,128.25100708007812,128.2760009765625,127.99300384521484,26.190000534057617,29.530000686645508,23.768001556396484,2977.0,3702.0,2977.0,9748.0,1355.0,769.0,568.0,2692.0,60.0,26.100000381469727
04/06/24 16:19:05,55000052,128.2410125732422,128.2060089111328,128.04200744628906,26.264001846313477,29.6200008392334,23.84800148010254,2991.0,3712.0,2991.0,9782.0,1357.0,772.0,565.0,2694.0,60.0,26.100000381469727
04/06/24 16:19:17,55000052,128.56900024414062,128.49900817871094,128.2410125732422,13.998001098632812,17.025001525878906,11.987000465393066,1455.0,2103.0,1455.0,5343.0,127.0,-574.0,-447.0,-894.0,59.98999786376953,26.100000381469727
04/06/24 16:19:29,55000052,128.5640106201172,128.4739990234375,128.25601196289062,14.015000343322754,17.084001541137695,12.012001037597656,1458.0,2112.0,1458.0,5359.0,125.0,-573.0,-452.0,-900.0,60.0,26.100000381469727
04/06/24 16:19:41,55000052,128.68299865722656,128.51400756835938,128.31500244140625,14.068000793457031,16.987001419067383,11.946000099182129,1454.0,2100.0,1454.0,5351.0,125.0,-571.0,-447.0,-893.0,60.02000045776367,26.100000381469727
04/06/24 16:19:53,55000052,128.32501220703125,128.281005859375,127.99700927734375,14.047000885009766,17.020000457763672,12.03700065612793,1462.0,2101.0,1462.0,5353.0,118.0,-570.0,-441.0,-893.0,60.0099983215332,26.100000381469727
04/06/24 16:20:05,55000052,128.5340118408203,128.44400024414062,128.22601318359375,14.128000259399414,17.040000915527344,12.133000373840332,1476.0,2109.0,1476.0,5390.0,122.0,-564.0,-450.0,-892.0,59.97999954223633,26.0
04/06/24 16:20:17,55000052,128.54901123046875,128.375,128.2010040283203,14.213000297546387,17.19099998474121,12.072000503540039,1467.0,2128.0,1467.0,5410.0,118.0,-563.0,-445.0,-890.0,59.98999786376953,26.0
04/06/24 16:20:29,55000052,128.54400634765625,128.44000244140625,128.18600463867188,14.028000831604004,17.119001388549805,12.133000373840332,1478.0,2115.0,1478.0,5384.0,116.0,-575.0,-433.0,-892.0,59.97999954223633,26.0
04/06/24 16:20:41,55000052,128.281005859375,128.12200927734375,128.06201171875,14.25200080871582,17.23400115966797,12.119000434875488,1471.0,2126.0,1471.0,5410.0,132.0,-575.0,-444.0,-887.0,59.96999740600586,26.0
04/06/24 16:20:53,55000052,128.40499877929688,128.17100524902344,128.09201049804688,14.196001052856445,17.20400047302246,12.065000534057617,1468.0,2125.0,1468.0,5401.0,116.0,-563.0,-441.0,-888.0,59.96999740600586,26.0
04/06/24 16:21:05,55000052,128.50900268554688,128.3100128173828,128.14601135253906,14.344000816345215,17.272001266479492,12.089000701904297,1473.0,2133.0,1473.0,5438.0,119.0,-574.0,-441.0,-896.0,59.96999740600586,26.100000381469727
04/06/24 16:21:17,55000052,128.44000244140625,128.2760009765625,128.09201049804688,14.207000732421875,17.18600082397461,11.925000190734863,1447.0,2122.0,1447.0,5380.0,120.0,-567.0,-444.0,-891.0,59.96999740600586,26.100000381469727
04/06/24 16:21:29,55000052,128.41000366210938,128.2410125732422,128.06700134277344,14.093000411987305,17.125,11.993000984191895,1460.0,2111.0,1460.0,5366.0,125.0,-576.0,-439.0,-890.0,59.939998626708984,26.100000381469727
04/06/24 16:21:52,55000052,128.51901245117188,128.49900817871094,128.3100128173828,14.143000602722168,17.075000762939453,12.17400074005127,1479.0,2110.0,1479.0,5391.0,128.0,-577.0,-453.0,-902.0,59.96999740600586,26.100000381469727
04/06/24 16:22:04,55000052,128.49400329589844,128.51901245117188,128.25100708007812,14.253000259399414,17.2450008392334,12.069000244140625,1468.0,2139.0,1468.0,5425.0,120.0,-560.0,-454.0,-894.0,59.97999954223633,26.0
04/06/24 16:22:16,55000052,128.32000732421875,128.35000610351562,128.11199951171875,25.970001220703125,29.095001220703125,23.468000411987305,2941.0,3647.0,2941.0,9631.0,1353.0,769.0,581.0,2703.0,59.96999740600586,26.0
04/06/24 16:22:28,55000052,128.1020050048828,128.1420135498047,127.9830093383789,26.793001174926758,30.0210018157959,24.365001678466797,3054.0,3757.0,3054.0,9961.0,1357.0,788.0,566.0,2711.0,59.97999954223633,26.0
04/06/24 16:22:40,55000052,128.25100708007812,128.18600463867188,128.03201293945312,26.5830020904541,29.85700225830078,24.23200035095215,3038.0,3738.0,3038.0,9902.0,1349.0,797.0,571.0,2717.0,59.96999740600586,26.0
04/06/24 16:22:52,55000052,128.22100830078125,128.2010040283203,127.99700927734375,26.168001174926758,29.248001098632812,23.762001037597656,2977.0,3665.0,2977.0,9706.0,1355.0,767.0,564.0,2686.0,59.97999954223633,26.0
04/06/24 16:23:05,55000052,128.2760009765625,128.2410125732422,128.09201049804688,26.176000595092773,29.338001251220703,23.73200035095215,2978.0,3674.0,2978.0,9720.0,1355.0,779.0,557.0,2691.0,59.98999786376953,26.100000381469727
04/06/24 16:23:17,55000052,128.29501342773438,128.21600341796875,128.02700805664062,26.518001556396484,29.716001510620117,23.915000915527344,2948.0,3672.0,2948.0,9680.0,1353.0,777.0,562.0,2692.0,60.0,26.100000381469727
04/06/24 16:23:29,55000052,128.45899963378906,128.34500122070312,128.17100524902344,20.025001525878906,23.209001541137695,17.621000289916992,2099.0,2813.0,2099.0,7271.0,645.0,10.0,-10.0,645.0,60.0,26.100000381469727
04/06/24 16:23:41,55000052,128.50900268554688,128.4250030517578,128.26600646972656,14.164000511169434,17.181001663208008,11.961000442504883,1456.0,2126.0,1456.0,5390.0,113.0,-568.0,-441.0,-896.0,60.0,26.100000381469727
04/06/24 16:23:53,55000052,128.7080078125,128.53900146484375,128.36000061035156,14.12600040435791,17.00800132751465,11.920001029968262,1448.0,2105.0,1448.0,5357.0,120.0,-572.0,-451.0,-903.0,60.04999923706055,26.100000381469727
04/06/24 16:24:05,55000052,128.73800659179688,128.68800354003906,128.4840087890625,13.927000999450684,17.042001724243164,11.931000709533691,1455.0,2110.0,1455.0,5347.0,116.0,-578.0,-441.0,-903.0,60.029998779296875,26.0
04/06/24 16:24:17,55000052,128.34500122070312,128.35501098632812,128.24600219726562,14.023000717163086,17.097000122070312,12.019001007080078,1462.0,2114.0,1462.0,5364.0,110.0,-567.0,-441.0,-898.0,60.0099983215332,26.0
04/06/24 16:24:29,55000052,128.35501098632812,128.4300079345703,128.35501098632812,14.024001121520996,17.051000595092773,11.9010009765625,1447.0,2109.0,1447.0,5345.0,115.0,-567.0,-444.0,-896.0,60.02000045776367,26.0
04/06/24 16:24:41,55000052,128.40499877929688,128.45899963378906,128.34500122070312,14.143000602722168,17.06599998474121,11.908000946044922,1446.0,2110.0,1446.0,5360.0,113.0,-566.0,-445.0,-898.0,60.0,26.0
04/06/24 16:24:53,55000052,129.79000854492188,129.8800048828125,129.6959991455078,13.981000900268555,17.016000747680664,11.754000663757324,1443.0,2127.0,1443.0,5371.0,108.0,-571.0,-449.0,-912.0,59.98999786376953,26.0
04/06/24 16:25:05,55000052,130.24200439453125,130.23699951171875,129.99900817871094,14.006000518798828,17.21500015258789,11.898000717163086,1469.0,2157.0,1469.0,5438.0,127.0,-587.0,-441.0,-901.0,59.97999954223633,26.0
04/06/24 16:25:17,55000052,130.27700805664062,130.22300720214844,129.96900939941406,13.922000885009766,17.0,11.908000946044922,1467.0,2127.0,1467.0,5395.0,126.0,-591.0,-441.0,-906.0,60.0099983215332,26.0
04/06/24 16:25:29,55000052,129.7360076904297,129.7410125732422,129.7310028076172,14.028000831604004,17.064001083374023,11.913000106811523,1467.0,2128.0,1467.0,5402.0,124.0,-585.0,-438.0,-899.0,60.0,26.0
04/06/24 16:25:41,55000052,129.53201293945312,129.64100646972656,129.56201171875,14.154000282287598,17.203001022338867,12.035000801086426,1480.0,2144.0,1480.0,5442.0,136.0,-585.0,-443.0,-892.0,59.97999954223633,26.0
04/06/24 16:25:53,55000052,129.82501220703125,129.8000030517578,129.57701110839844,14.285000801086426,17.052000045776367,12.027000427246094,1476.0,2128.0,1476.0,5445.0,131.0,-584.0,-452.0,-905.0,60.0,26.0
04/06/24 16:26:05,55000052,129.8350067138672,129.8350067138672,129.58700561523438,14.082000732421875,16.961999893188477,11.893000602722168,1460.0,2117.0,1460.0,5392.0,130.0,-582.0,-451.0,-903.0,60.0,26.100000381469727
04/06/24 16:26:17,55000052,129.885009765625,129.875,129.59201049804688,14.143000602722168,17.006999969482422,11.886000633239746,1457.0,2125.0,1457.0,5406.0,124.0,-576.0,-454.0,-906.0,59.98999786376953,26.100000381469727
04/06/24 16:26:29,55000052,129.48699951171875,129.53700256347656,129.239013671875,24.86400032043457,28.064001083374023,22.61400032043457,2847.0,3526.0,2847.0,9271.0,1401.0,868.0,602.0,2871.0,60.0099983215332,26.100000381469727
04/06/24 16:26:41,55000052,129.5120086669922,129.57200622558594,129.239013671875,26.399002075195312,29.670001983642578,23.915000915527344,3023.0,3747.0,3023.0,9876.0,1419.0,828.0,597.0,2844.0,60.03999710083008,26.100000381469727
04/06/24 16:26:53,55000052,129.54701232910156,129.57701110839844,129.24400329589844,26.625001907348633,29.911001205444336,24.26300048828125,3066.0,3780.0,3066.0,9986.0,1416.0,826.0,606.0,2848.0,60.029998779296875,26.100000381469727
04/06/24 16:27:05,55000052,129.49700927734375,129.7060089111328,129.43800354003906,26.30000114440918,29.66900062561035,24.030000686645508,3039.0,3747.0,3039.0,9888.0,1401.0,847.0,600.0,2848.0,60.04999923706055,26.100000381469727
04/06/24 16:27:17,55000052,129.4630126953125,129.5070037841797,129.29400634765625,25.977001190185547,29.309001922607422,23.630001068115234,2983.0,3703.0,2983.0,9738.0,1401.0,819.0,607.0,2827.0,60.05999755859375,26.100000381469727
04/06/24 16:27:29,55000052,129.5970001220703,129.86000061035156,129.57200622558594,26.043001174926758,29.430002212524414,23.631000518798828,2989.0,3721.0,2989.0,9777.0,1402.0,849.0,603.0,2854.0,60.029998779296875,26.100000381469727
04/06/24 16:27:41,55000052,129.5070037841797,129.7310028076172,129.4080047607422,26.203001022338867,29.66900062561035,23.886001586914062,3020.0,3751.0,3020.0,9854.0,1412.0,825.0,600.0,2837.0,60.04999923706055,26.100000381469727
04/06/24 16:27:53,55000052,129.82501220703125,129.9739990234375,129.6510009765625,14.099000930786133,17.035001754760742,11.925000190734863,1464.0,2132.0,1464.0,5414.0,123.0,-574.0,-447.0,-898.0,60.03999710083008,26.100000381469727
